id,name
6548,CAMPBELL'S Homestyle Chicken with White & Wild Rice Soup
6549,"Soup, chicken mushroom, canned, prepared with equal volume water"
6558,"Soup, tomato bisque, canned, prepared with equal volume water"
6559,"Soup, tomato, canned, prepared with equal volume water, commercial"
6580,CAMPBELL'S Homestyle Vegetable Medley Soup
6583,"Soup, ramen noodle, any flavor, dry"
6584,"Soup, broccoli cheese, canned, condensed, commercial"
6585,"CAMPBELL'S Soup on the Go, Vegetable with Mini Round Noodles Soup"
6586,"CAMPBELL'S Soup on the Go, Chicken & Stars Soup"
6587,"CAMPBELL'S Soup on the Go, Chicken with Mini Noodles Soup"
6588,"CAMPBELL'S Soup on the Go, Classic Tomato Soup"
6589,"CAMPBELL'S Soup on the Go, Creamy Broccoli Soup"
6590,"CAMPBELL'S Soup on the Go, Creamy Chicken Soup"
6592,"CAMPBELL'S Soup on the Go, Creamy Tomato Soup"
6594,"CAMPBELL'S Soup on the Go, New England Clam Chowder"
6595,"CAMPBELL'S Soup on the Go, Vegetable Beef Soup"
6596,"CAMPBELL'S Soup on the Go, Cheesy Potato with Bacon Flavor Soup"
6597,"PACE, Chipotle Chunky Salsa"
6598,"PACE, Cilantro Chunky Salsa"
6599,"PACE, Enchilada Sauce"
6600,"PACE, Green Taco Sauce"
6601,"PACE, Lime & Garlic Chunky Salsa"
6602,"PACE, Organic Picante Sauce"
6603,"PACE, Picante Sauce"
6604,"PACE, Red Taco Sauce"
6605,"PACE, Thick & Chunky Salsa"
6609,"SWANSON BROTH, Certified Organic Vegetable Broth"
6611,"Soup, SWANSON, beef broth, lower sodium"
6615,"Soup, SWANSON, vegetable broth"
6617,CAMPBELL'S Homestyle Light Italian-Style Wedding Soup
6618,"Sauce, peanut, made from coconut, water, sugar, peanuts"
6619,"SMART SOUP, Santa Fe Corn Chowder"
6620,"SMART SOUP, French Lentil"
6621,"SMART SOUP, Greek Minestrone"
6622,"SMART SOUP, Indian Bean Masala"
6623,"SMART SOUP, Moroccan Chick Pea"
6624,"SMART SOUP, Thai Coconut Curry"
6625,"SMART SOUP, Vietnamese Carrot Lemongrass"
6626,"Sauce, pesto, ready-to-serve, refrigerated"
6627,"Sauce, pesto, ready-to-serve, shelf stable"
6628,"Sauce, pesto, BUITONI, pesto with basil, ready-to-serve, refrigerated"
6629,"Sauce, pesto, CLASSICO, basil pesto, ready-to-serve"
6630,"Sauce, pesto, MEZZETTA, NAPA VALLEY BISTRO, basil pesto, ready-to-serve"
6631,"Sauce, hot chile, sriracha"
6632,"Sauce, hot chile, sriracha, CHA! BY TEXAS PETE"
6633,"Sauce, hot chile, sriracha, TUONG OT SRIRACHA"
6700,"Soup, vegetable broth, ready to serve"
6720,"Sauce, cheese sauce mix, dry"
6725,"Soup, chicken corn chowder, chunky, ready-to-serve, single brand"
6726,"Soup, chicken mushroom chowder, chunky, ready-to-serve, single brand"
6728,"Soup, potato ham chowder, chunky, ready-to-serve, single brand"
6729,"Soup, sirloin burger with vegetables, ready-to-serve, single brand"
6730,"Soup, split pea with ham, chunky, reduced fat, reduced sodium, ready-to-serve, single brand"
6731,"Soup, bean with bacon, condensed, single brand"
6733,"Soup, beef with vegetables and barley, canned, condensed, single brand"
6734,"Soup, chicken with star-shaped pasta, canned, condensed, single brand"
6736,"Soup, cream of chicken, canned, condensed, single brand"
6738,"Soup, split pea with ham and bacon, canned, condensed, single brand"
6739,"Soup, vegetable beef, canned, condensed, single brand"
6740,"Soup, chicken vegetable, chunky, reduced fat, reduced sodium, ready-to-serve, single brand"
6742,"Soup, vegetable beef, microwavable, ready-to-serve, single brand"
6748,"Soup, PROGRESSO, beef barley, traditional, ready to serve"
6749,"Soup, beef and vegetables, canned, ready-to-serve"
6930,"Sauce, cheese, ready-to-serve"
6931,"Sauce, pasta, spaghetti/marinara, ready-to-serve"
6932,"PREGO Pasta, Traditional Italian Sauce, ready-to-serve"
6955,"Soup, cream of chicken, canned, condensed, reduced sodium"
6956,"Soup, tomato, canned, condensed, reduced sodium"
6957,"Gravy, brown instant, dry"
6958,"Gravy, instant beef, dry"
6959,"Gravy, instant turkey, dry"
6960,"Sauce, alfredo mix, dry"
6961,"Sauce, peppers, hot, chili, mature red, canned"
6962,"Sauce, chili, peppers, hot, immature green, canned"
6963,Fish broth
6964,"Soup, tomato, low sodium, with water"
6965,"Soup, pea, low sodium, prepared with equal volume water"
6966,"Soup, chicken noodle, low sodium, canned, prepared with equal volume water"
6967,"Soup, vegetable soup, condensed, low sodium, prepared with equal volume water"
6968,"Soup, cream of mushroom, low sodium, ready-to-serve, canned"
6969,"Potato soup, instant, dry mix"
6970,"Soup, chicken broth, low sodium, canned"
6971,"Sauce, worcestershire"
6972,"Sauce, tomato chili sauce, bottled, with salt"
6974,"Soup, vegetable chicken, canned, prepared with water, low sodium"
6976,"Sauce, pasta, spaghetti/marinara, ready-to-serve, low sodium"
6977,"Gravy, meat or poultry, low sodium, prepared"
6978,"Soup, beef and mushroom, low sodium, chunk style"
6980,"Soup, beef stroganoff, canned, chunky style, ready-to-serve"
6981,"Soup, bouillon cubes and granules, low sodium, dry"
6982,"Soup, ramen noodle, beef flavor, dry"
6983,"Soup, ramen noodle, chicken flavor, dry"
6984,"Soup, SWANSON Chicken Broth 99% Fat Free"
6985,"Gravy, HEINZ Home Style, savory beef"
6986,"CAMPBELL'S HEALTHY REQUEST, Chicken Noodle Soup, condensed"
6987,"HEALTHY REQUEST, Cream of Celery Soup, condensed"
6988,"CAMPBELL'S HEALTHY REQUEST, Cream of Mushroom Soup, condensed"
6989,"CAMPBELL'S HEALTHY REQUEST, Homestyle Chicken Noodle Soup, condensed"
6990,"HEALTHY REQUEST, Minestrone Soup, condensed"
6991,"HEALTHY REQUEST, Tomato Soup, condensed"
6992,"HEALTHY REQUEST, Vegetable Soup, condensed"
6994,"PREGO Pasta, Chunky Garden Combination Italian Sauce, ready-to-serve"
6995,"PREGO Pasta, Chunky Garden Tomato, Onion and Garlic Italian Sauce, ready-to-serve"
6996,"Gravy, CAMPBELL'S, au jus"
6997,"Gravy, CAMPBELL'S, beef"
6998,"Gravy, CAMPBELL'S, brown with onions"
6999,"Gravy, CAMPBELL'S, chicken"
7001,"Barbecue loaf, pork, beef"
7002,"Beerwurst, beer salami, pork and beef"
7003,"Beerwurst, beer salami, pork"
7004,"Sausage, Berliner, pork, beef"
7005,Blood sausage
7006,"Bockwurst, pork, veal, raw"
7007,"Bologna, beef"
7008,"Bologna, beef and pork"
7010,"Bologna, pork"
7011,"Bologna, turkey"
7013,"Bratwurst, pork, cooked"
7014,"Braunschweiger (a liver sausage), pork"
7015,"Brotwurst, pork, beef, link"
7016,"Cheesefurter, cheese smokie, pork, beef"
7018,Chicken spread
7019,"Chorizo, pork and beef"
7020,"Corned beef loaf, jellied"
7021,"Dutch brand loaf, chicken, pork and beef"
7022,"Frankfurter, beef, unheated"
7024,"Frankfurter, chicken"
7025,"Frankfurter, turkey"
7026,"Ham, chopped, canned"
7027,"Ham, chopped, not canned"
7028,"Ham, sliced, packaged (96% fat free, water added)"
7029,"Ham, sliced, regular (approximately 11% fat)"
7030,"Ham, minced"
7031,Ham salad spread
7032,Ham and cheese loaf or roll
7033,Ham and cheese spread
7034,"Headcheese, pork"
7036,"Sausage, Italian, pork, raw"
7038,"Knackwurst, knockwurst, pork, beef"
7039,"Lebanon bologna, beef"
7040,"Liver cheese, pork"
7041,"Liver sausage, liverwurst, pork"
7043,"Roast beef, deli style, prepackaged, sliced"
7044,"USDA Commodity, luncheon meat, canned"
7045,"Luncheon meat, pork, canned"
7046,"Turkey breast, low salt, prepackaged or deli, luncheon meat"
7050,"Mortadella, beef, pork"
7051,"Olive loaf, pork"
7052,"Pastrami, turkey"
7053,"Pate, chicken liver, canned"
7054,"Pate, goose liver, smoked, canned"
7055,"Pate, liver, not specified, canned"
7056,"Peppered loaf, pork, beef"
7057,"Pepperoni, beef and pork, sliced"
7058,"Pickle and pimiento loaf, pork"
7059,"Polish sausage, pork"
7060,"Luxury loaf, pork"
7061,"Mother's loaf, pork"
7062,"Picnic loaf, pork, beef"
7063,"Pork sausage, link/patty, unprepared"
7064,"Pork sausage, link/patty, cooked, pan-fried"
7065,"Pork and beef sausage, fresh, cooked"
7066,"Turkey sausage, reduced fat, brown and serve, cooked (include BUTTERBALL breakfast links turkey sausage)"
7067,Poultry salad sandwich spread
7068,"Salami, cooked, beef"
7069,"Salami, cooked, beef and pork"
7070,"Salami, cooked, turkey"
7071,"Salami, dry or hard, pork"
7072,"Salami, dry or hard, pork, beef"
7073,"Sandwich spread, pork, beef"
7074,"Smoked link sausage, pork"
7075,"Sausage, smoked link sausage, pork and beef"
7077,"Smoked link sausage, pork and beef, nonfat dry milk added"
7078,"Thuringer, cervelat, summer sausage, beef, pork"
7081,"Turkey breast, sliced, prepackaged"
7083,"Sausage, Vienna, canned, chicken, beef, pork"
7088,"Honey roll sausage, beef"
7089,"Sausage, Italian, pork, cooked"
7090,"Luncheon sausage, pork and beef"
7091,"New england brand sausage, pork, beef"
7201,"OSCAR MAYER, Bologna (beef)"
7207,"OSCAR MAYER, Braunschweiger Liver Sausage (sliced)"
7209,"OSCAR MAYER, Chicken Breast (honey glazed)"
7212,"OSCAR MAYER, Ham (chopped with natural juice)"
7230,"OSCAR MAYER, Salami (hard)"
7236,"OSCAR MAYER, Smokies Sausage Little Cheese (pork, turkey)"
7241,"OSCAR MAYER, Wieners (beef franks)"
7254,"Turkey bacon, unprepared"
7278,HORMEL Pillow Pak Sliced Turkey Pepperoni
7900,"Turkey, pork, and beef sausage, low fat, smoked"
7901,"USDA Commodity, pork, sausage, bulk/links/patties, frozen, cooked"
7905,"Frankfurter, beef, pork, and turkey, fat free"
7906,"Luncheon meat, pork, ham, and chicken, minced, canned, reduced sodium, added ascorbic acid, includes SPAM, 25% less sodium"
7907,"USDA Commodity, pork sausage, bulk/links/patties, frozen, raw"
7908,"Luncheon meat, pork with ham, minced, canned, includes SPAM (Hormel)"
7909,"Luncheon meat, pork and chicken, minced, canned, includes SPAM Lite"
7910,"Bratwurst, veal, cooked"
7911,Liverwurst spread
7912,Roast beef spread
7913,"Salami, pork, beef, less sodium"
7914,"Sausage, Italian, sweet, links"
7915,"Sausage, Polish, beef with chicken, hot"
7916,"Sausage, Polish, pork and beef, smoked"
7917,"Sausage, pork and beef, with cheddar cheese, smoked"
7918,"Sausage, summer, pork and beef, sticks, with cheddar cheese"
7919,"Sausage, turkey, breakfast links, mild"
7920,"Swisswurst, pork and beef, with swiss cheese, smoked"
7921,Bacon and beef sticks
7922,"Bratwurst, beef and pork, smoked"
7923,"Bratwurst, chicken, cooked"
7924,"Bratwurst, pork, beef and turkey, lite, smoked"
7925,"Pastrami, beef, 98% fat-free"
7926,"Salami, Italian, pork"
7927,"Sausage, Italian, turkey, smoked"
7928,"Sausage, chicken, beef, pork, skinless, smoked"
7929,"Sausage, turkey, hot, smoked"
7930,"Yachtwurst, with pistachio nuts, cooked"
7931,"Beerwurst, pork and beef"
7932,"Chicken breast, fat-free, mesquite flavor, sliced"
7933,"Chicken breast, oven-roasted, fat-free, sliced"
7934,"Kielbasa, Polish, turkey and beef, smoked"
7935,Oven-roasted chicken breast roll
7936,"Bologna, pork and turkey, lite"
7937,"Bologna, pork, turkey and beef"
7938,"Ham, honey, smoked, cooked"
7939,"Frankfurter, pork"
7940,"Macaroni and cheese loaf, chicken, pork and beef"
7941,"Salami, Italian, pork and beef, dry, sliced, 50% less sodium"
7942,"Pate, truffle flavor"
7943,"Turkey, breast, smoked, lemon pepper flavor, 97% fat-free"
7944,"Turkey, white, rotisserie, deli cut"
7945,"Frankfurter, beef, heated"
7949,"Frankfurter, meat, heated"
7950,"Frankfurter, meat"
7951,"Scrapple, pork"
7952,"Bologna, chicken, turkey, pork"
7953,"Pork sausage, link/patty, fully cooked, microwaved"
7954,"Beef sausage, pre-cooked"
7955,"Turkey sausage, fresh, raw"
7956,"Beef sausage, fresh, cooked"
7957,"Pork and turkey sausage, pre-cooked"
7958,"Turkey sausage, fresh, cooked"
7959,"Bologna, chicken, pork, beef"
7960,"Bologna, chicken, pork"
7961,"Chicken breast, deli, rotisserie seasoned, sliced, prepackaged"
7962,"Frankfurter, meat and poultry, unheated"
7963,"Frankfurter, meat and poultry, cooked, boiled"
7964,"Frankfurter, meat and poultry, cooked, grilled"
7965,"Pork sausage, link/patty, reduced fat, unprepared"
7966,"Pork sausage, link/patty, reduced fat, cooked, pan-fried"
7967,"Pork sausage, link/patty, fully cooked, unheated"
7968,"Kielbasa, fully cooked, grilled"
7969,"Kielbasa, fully cooked, pan-fried"
7970,"Kielbasa, fully cooked, unheated"
7971,"Bologna, meat and poultry"
7972,"Meatballs, frozen, Italian style"
7973,"Turkey bacon, microwaved"
7974,"Bacon, turkey, low sodium"
7976,"Sausage, chicken or turkey, Italian style,  lower sodium"
7977,"Ham, smoked, extra lean, low sodium"
7978,"Pork sausage, reduced sodium, cooked"
7979,"Sausage, pork, turkey, and beef, reduced sodium"
8001,"Cereals ready-to-eat, KELLOGG, KELLOGG'S ALL-BRAN Original"
8002,"Cereals ready-to-eat, POST, ALPHA-BITS"
8003,"Cereals ready-to-eat, KELLOGG, KELLOGG'S APPLE JACKS"
8005,"Cereals ready-to-eat, KELLOGG, KELLOGG'S ALL-BRAN BRAN BUDS"
8010,"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH"
8011,"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH with CRUNCHBERRIES"
8012,"Cereals ready-to-eat, QUAKER, CAP'N CRUNCH'S PEANUT BUTTER CRUNCH"
8013,"Cereals ready-to-eat, GENERAL MILLS, CHEERIOS"
8014,"Cereals ready-to-eat, KELLOGG, KELLOGG'S COCOA KRISPIES"
8015,"Cereals ready-to-eat, POST, COCOA PEBBLES"
8017,"Cereals ready-to-eat, GENERAL MILLS, COOKIE CRISP"
8018,"Cereals ready-to-eat, QUAKER, QUAKER CRUNCHY BRAN"
8019,"Cereals ready-to-eat, GENERAL MILLS, Corn CHEX"
8020,"Cereals ready-to-eat, KELLOGG, KELLOGG'S Corn Flakes"
8023,"Cereals ready-to-eat, KELLOGG, KELLOGG'S CRACKLIN' OAT BRAN"
8025,"Cereals ready-to-eat, RALSTON CRISP RICE"
8028,"Cereals ready-to-eat, KELLOGG, KELLOGG'S ALL-BRAN COMPLETE Wheat Flakes"
8029,"Cereals ready-to-eat, POST Bran Flakes"
8030,"Cereals ready-to-eat, KELLOGG, KELLOGG'S FROOT LOOPS"
8031,"Cereals ready-to-eat, KELLOGG'S FROSTED MINI-WHEATS, Big Bite"
8032,"Cereals ready-to-eat, KELLOGG, KELLOGG'S FROSTED RICE KRISPIES"
8034,"Cereals ready-to-eat, POST, FRUITY PEBBLES"
8035,"Cereals ready-to-eat, GENERAL MILLS, GOLDEN GRAHAMS"
8037,"Cereals ready-to-eat, granola, homemade"
8038,"Cereals ready-to-eat, POST, GRAPE-NUTS Cereal"
8039,"Cereals ready-to-eat, POST, GRAPE-NUTS Flakes"
8045,"Cereals ready-to-eat, GENERAL MILLS, HONEY NUT CHEERIOS"
8046,"Cereals ready-to-eat, POST, Honeycomb Cereal"
8047,"Cereals ready-to-eat, QUAKER, KING VITAMAN"
8048,"Cereals ready-to-eat, GENERAL MILLS, KIX"
8049,"Cereals ready-to-eat, QUAKER, QUAKER OAT LIFE, plain"
8050,"Cereals ready-to-eat, GENERAL MILLS, LUCKY CHARMS"
8054,"Cereals ready-to-eat, QUAKER, 100% Natural Granola, Oats, Wheat and Honey"
8057,"Cereals ready-to-eat, GENERAL MILLS, Honey Nut CHEX"
8058,"Cereals ready-to-eat, KELLOGG, KELLOGG'S PRODUCT 19"
8059,"Cereals ready-to-eat, QUAKER, SWEET CRUNCH/QUISP"
8060,"Cereals ready-to-eat, KELLOGG, KELLOGG'S RAISIN BRAN"
8061,"Cereals ready-to-eat, POST Raisin Bran Cereal"
8064,"Cereals ready-to-eat, GENERAL MILLS, Rice CHEX"
8065,"Cereals ready-to-eat, KELLOGG, KELLOGG'S RICE KRISPIES"
8066,"Cereals ready-to-eat, QUAKER, QUAKER Puffed Rice"
8067,"Cereals ready-to-eat, KELLOGG, KELLOGG'S SPECIAL K"
8068,"Cereals ready-to-eat, KELLOGG, KELLOGG'S CORN POPS"
8069,"Cereals ready-to-eat, KELLOGG, KELLOGG'S FROSTED FLAKES"
8071,"Cereals ready-to-eat, KELLOGG, KELLOGG'S HONEY SMACKS"
8073,"Cereals ready-to-eat, POST, GOLDEN CRISP"
8074,"Cereals ready-to-eat, RALSTON TASTEEOS"
8077,"Cereals ready-to-eat, GENERAL MILLS, Whole Grain TOTAL"
8078,"Cereals ready-to-eat, GENERAL MILLS, TRIX"
8081,"Cereals ready-to-eat, POST, Honey Nut Shredded Wheat"
8082,"Cereals ready-to-eat, GENERAL MILLS, Wheat CHEX"
8083,"Cereals ready-to-eat, MALT-O-MEAL, CORN BURSTS"
8084,"Cereals ready-to-eat, wheat germ, toasted, plain"
8085,"Cereals ready-to-eat, SUN COUNTRY, KRETSCHMER Honey Crunch Wheat Germ"
8087,"Cereals ready-to-eat, GENERAL MILLS, Multi-Grain CHEERIOS"
8089,"Cereals ready-to-eat, GENERAL MILLS, WHEATIES"
8090,"Cereals, corn grits, white, regular and quick, enriched, dry"
8091,"Cereals, corn grits, white, regular and quick, enriched, cooked with water, without salt"
8092,"Cereals, QUAKER, corn grits, instant, plain, dry"
8093,"Cereals, QUAKER, corn grits, instant, plain, prepared (microwaved or boiling water added), without salt"
8094,"Cereals, QUAKER, corn grits, instant, cheddar cheese flavor, dry"
8096,"Cereals, QUAKER, Instant Grits, Country Bacon flavor, dry"
8100,"Cereals, CREAM OF RICE, dry"
8101,"Cereals, CREAM OF RICE, cooked with water, without salt"
8102,"Cereals, CREAM OF WHEAT, regular, 10 minute cooking, dry"
8103,"Cereals, CREAM OF WHEAT, regular (10 minute), cooked with water, without salt"
8104,"Cereals, farina, enriched, assorted brands including CREAM OF WHEAT, quick (1-3 minutes), dry"
8105,"Cereals, farina, enriched, assorted brands including CREAM OF WHEAT, quick (1-3 minutes), cooked with water, without salt"
8106,"Cereals, CREAM OF WHEAT, instant, dry"
8107,"Cereals, CREAM OF WHEAT, instant, prepared with water, without salt"
8113,"Cereals, farina, enriched, cooked with water, without salt"
8116,"Cereals, MALT-O-MEAL, original, plain, dry"
8120,"Cereals, oats, regular and quick, not fortified, dry"
8121,"Cereals, oats, regular and quick, unenriched, cooked with water (includes boiling and microwaving), without salt"
8122,"Cereals, oats, instant, fortified, plain, dry"
8123,"Cereals, oats, instant, fortified, plain, prepared with water (boiling water added or microwaved)"
8124,"Cereals, QUAKER, Instant Oatmeal, apples and cinnamon, dry"
8128,"Cereals, oats, instant, fortified, with cinnamon and spice, dry"
8129,"Cereals, oats, instant, fortified, with cinnamon and spice, prepared with water"
8130,"Cereals, QUAKER, Instant Oatmeal, maple and brown sugar, dry"
8132,"Cereals, oats, instant, fortified, with raisins and spice, dry"
8133,"Cereals, oats, instant, fortified, with raisins and spice, prepared with water"
8138,"Cereals ready-to-eat, MALT-O-MEAL, MARSHMALLOW MATEYS"
8142,"Cereals, WHEATENA, dry"
8143,"Cereals, WHEATENA, cooked with water"
8144,"Cereals, whole wheat hot natural cereal, dry"
8145,"Cereals, whole wheat hot natural cereal, cooked with water, without salt"
8146,"Cereals ready-to-eat, QUAKER, QUAKER Puffed Wheat"
8147,"Cereals ready-to-eat, POST, Shredded Wheat, original big biscuit"
8148,"Cereals ready-to-eat, POST, Shredded Wheat, original spoon-size"
8156,"Cereals ready-to-eat, rice, puffed, fortified"
8157,"Cereals ready-to-eat, wheat, puffed, fortified"
8159,"Cereals, corn grits, yellow, regular and quick, enriched, dry"
8160,"Cereals, corn grits, yellow, regular and quick, unenriched, dry"
8161,"Cereals, corn grits, white, regular and quick, enriched, cooked with water, with salt"
8164,"Cereals, corn grits, yellow, regular and quick, enriched, cooked with water, without salt"
8165,"Cereals, corn grits, yellow, regular, quick, enriched, cooked with water, with salt"
8168,"Cereals, CREAM OF RICE, cooked with water, with salt"
8169,"Cereals, CREAM OF WHEAT, regular (10 minute), cooked with water, with salt"
8172,"Cereals, farina, unenriched, dry"
8173,"Cereals, farina, enriched, cooked with water, with salt"
8177,"Cereals, MALT-O-MEAL, chocolate, dry"
8180,"Cereals, oats, regular and quick and instant, unenriched, cooked with water (includes boiling and microwaving), with salt"
8182,"Cereals, WHEATENA, cooked with water, with salt"
8183,"Cereals, whole wheat hot natural cereal, cooked with water, with salt"
8189,"Cereals ready-to-eat, KELLOGG, KELLOGG'S Low Fat Granola without Raisins"
8191,"Cereals ready-to-eat, POST, Shredded Wheat, lightly frosted, spoon-size"
8192,"Cereals ready-to-eat, POST SELECTS Blueberry Morning"
8194,"Cereals ready-to-eat, GENERAL MILLS, REESE'S PUFFS"
8200,"Cereals, QUAKER, QUAKER MultiGrain Oatmeal, dry"
8202,"Cereals ready-to-eat, GENERAL MILLS, OATMEAL CRISP, Crunchy Almond"
8204,"Cereals ready-to-eat, chocolate-flavored frosted puffed corn"
8206,"Cereals ready-to-eat, MALT-O-MEAL, COCO-ROOS"
8210,"Cereals ready-to-eat, QUAKER, QUAKER OAT CINNAMON LIFE"
8211,"Cereals ready-to-eat, QUAKER, HONEY GRAHAM OH!S"
8214,"Cereals ready-to-eat, QUAKER, Oatmeal Squares"
8215,"Cereals ready-to-eat, QUAKER, Oatmeal Squares, cinnamon"
8216,"Cereals ready-to-eat, QUAKER, Toasted Multigrain Crisps"
8218,"Cereals ready-to-eat, QUAKER, QUAKER 100% Natural Granola with Oats, Wheat, Honey, and Raisins"
8220,"Cereals ready-to-eat, QUAKER, Low Fat 100% Natural Granola with Raisins"
8221,"Cereals, QUAKER, Instant Grits, Butter flavor, dry"
8225,"Cereals, QUAKER, Instant Oatmeal, fruit and cream variety, dry"
8228,"Cereals, QUAKER, Instant Oatmeal, raisins, dates and walnuts, dry"
8231,"Cereals, QUAKER, Oat Bran, QUAKER/MOTHER'S Oat Bran, dry"
8236,"Cereals, QUAKER, Oat Bran, QUAKER/MOTHER'S Oat Bran, prepared with water, no salt"
8239,"Cereals ready-to-eat, GENERAL MILLS, Berry Burst CHEERIOS, Triple Berry"
8240,"Cereals, Oat Bran, QUAKER, QUAKER/MOTHER'S Oat Bran, prepared with water, salt"
8243,"Cereals ready-to-eat, GENERAL MILLS, HONEY NUT CLUSTERS"
8244,"Cereals ready-to-eat, GENERAL MILLS, FIBER ONE Bran Cereal"
8245,"Cereals ready-to-eat, GENERAL MILLS, OATMEAL CRISP, Hearty Raisin"
8247,"Cereals ready-to-eat, GENERAL MILLS, TOTAL Raisin Bran"
8249,"Cereals, QUAKER, QUAKER MultiGrain Oatmeal, prepared with water, no salt"
8252,"Cereals, QUAKER, QUAKER MultiGrain Oatmeal, prepared with water, salt"
8259,"Cereals ready-to-eat, KELLOGG, KELLOGG'S CRISPIX"
8261,"Cereals ready-to-eat, GENERAL MILLS, RAISIN NUT BRAN"
8262,"Cereals ready-to-eat, GENERAL MILLS, BASIC 4"
8263,"Cereals ready-to-eat, GENERAL MILLS, APPLE CINNAMON CHEERIOS"
8267,"Cereals ready-to-eat, GENERAL MILLS, FROSTED CHEERIOS"
8268,"Cereals ready-to-eat, GENERAL MILLS, FRANKENBERRY"
8270,"Cereals ready-to-eat, GENERAL MILLS, COUNT CHOCULA"
8271,"Cereals ready-to-eat, GENERAL MILLS, COCOA PUFFS"
8272,"Cereals ready-to-eat, GENERAL MILLS, CINNAMON TOAST CRUNCH"
8273,"Cereals ready-to-eat, GENERAL MILLS, BOO BERRY"
8274,"Cereals ready-to-eat, GENERAL MILLS, BERRY BERRY KIX"
8277,"Cereals ready-to-eat, GENERAL MILLS, NATURE VALLEY LOW FAT FRUIT GRANOLA"
8284,"Cereals ready-to-eat, KELLOGG, KELLOGG'S Low Fat Granola with Raisins"
8286,"Cereals ready-to-eat, KELLOGG, KELLOGG'S MUESLIX"
8288,"Cereals ready-to-eat, KELLOGG, KELLOGG'S RICE KRISPIES TREATS Cereal"
8290,"Cereals ready-to-eat, HEALTH VALLEY, FIBER 7 Flakes"
8305,"Cereals ready-to-eat, Post, Waffle Crisp"
8309,"Cereals ready-to-eat, KELLOGG, KELLOGG'S HONEY CRUNCH CORN FLAKES"
8314,"Cereals, QUAKER, hominy grits, white, quick, dry"
8316,"Cereals, QUAKER, hominy grits, white, regular, dry"
8318,"Cereals ready-to-eat, KELLOGG, KELLOGG'S SMART START Strong Heart Antioxidants Cereal"
8319,"Cereals ready-to-eat, KELLOGG, KELLOGG'S FROSTED MINI-WHEATS, bite size"
8346,"Cereals ready-to-eat, MALT-O-MEAL, COLOSSAL CRUNCH"
8347,"Cereals ready-to-eat, MALT-O-MEAL, BERRY COLOSSAL CRUNCH"
8348,"Cereals ready-to-eat, MALT-O-MEAL, Crispy Rice"
8349,"Cereals ready-to-eat, MALT-O-MEAL, TOOTIE FRUITIES"
8351,"Cereals ready-to-eat, QUAKER, MOTHER'S PEANUT BUTTER BUMPERS Cereal"
8352,"Cereals ready-to-eat, QUAKER, MOTHER'S Toasted Oat Bran cereal"
8353,"Cereals ready-to-eat, QUAKER, MOTHER'S Cinnamon Oat Crunch"
8354,"Cereals ready-to-eat, QUAKER, MOTHER'S GRAHAM BUMPERS"
8355,"Cereals ready-to-eat, QUAKER, MOTHER'S COCOA BUMPERS"
8363,"Cereals ready-to-eat, SUN COUNTRY, KRETSCHMER Toasted Wheat Bran"
8365,"Cereals ready-to-eat, QUAKER, Shredded Wheat, bagged cereal"
8366,"Cereals ready-to-eat, SUN COUNTRY, KRETSCHMER Wheat Germ, Regular"
8370,"Cereals ready-to-eat, GENERAL MILLS, RICE CRUNCHINS"
8376,"Cereals ready-to-eat, KELLOGG, KELLOGG'S MARSHMALLOW FROOT LOOPS"
8380,"Cereals ready-to-eat, KELLOGG, KELLOGG'S, RAISIN BRAN CRUNCH"
8383,"Cereals ready-to-eat, KELLOGG, KELLOGG'S SPECIAL K Red Berries"
8384,"Cereals ready-to-eat, KELLOGG, KELLOGG'S MINI-WHEATS, unfrosted bite size"
8386,"Cereals ready-to-eat, KASHI GOLEAN CRUNCH!"
8387,"Cereals ready-to-eat, KASHI HEART TO HEART, Honey Toasted Oat"
8388,"Cereals ready-to-eat, KASHI 7 Whole Grain Puffs"
8389,"Cereals ready-to-eat, KASHI 7 Whole Grain Honey Puffs"
8390,"Cereals ready-to-eat, KASHI GOOD FRIENDS"
8393,"Cereals ready-to-eat, KASHI GOLEAN"
8402,"Cereals, QUAKER, Quick Oats, Dry"
8409,"Cereals ready-to-eat, MALT-O-MEAL, Frosted Flakes"
8410,"Cereals, QUAKER, Instant Oatmeal, Cinnamon-Spice, dry"
8411,"Cereals, QUAKER, Instant Oatmeal, DINOSAUR EGGS, Brown Sugar, dry"
8417,"Cereals, QUAKER, Instant Oatmeal, Banana Bread, dry"
8435,"Cereals ready-to-eat, UNCLE SAM CEREAL"
8436,"Cereals, QUAKER, Instant Oatmeal, Raisin and Spice, dry"
8444,"Cereals, QUAKER, Instant Grits, Redeye Gravy & Country Ham flavor, dry"
8449,"Cereals, QUAKER, Instant Grits Product with American Cheese Flavor, dry"
8450,"Cereals, QUAKER, Instant Grits, Ham 'n' Cheese flavor, dry"
8451,"Cereals, QUAKER, Quick Oats with Iron, Dry"
8452,"Cereals, QUAKER, Whole Wheat Natural Cereal, dry"
8453,"Cereals ready-to-eat, KELLOGG, KELLOGG'S SPECIAL K Chocolatey Strawberry"
8459,"Cereals ready-to-eat, KELLOGG'S, FROSTED MINI-WHEATS, Maple & Brown Sugar, Bite Size"
